cli,psi,task_complexity_sovcm,session_minutes,vsi,fatigue,engagement,arm_id,font_size_pt,line_spacing,letter_spacing_px,reward
0.3209,0.2605,0.2999,6,0.1286,0.4364,0.6575,2,20,1.8,3.5,0.1876
0.2793,0.222,0.2157,12,0.4974,0.8566,0.6825,1,16,1.5,2.0,1.0
0.7055,0.883,0.3489,18,0.413,0.4934,0.7597,0,12,1.2,1.0,0.1548
0.862,0.3308,0.5473,26,0.2247,0.7284,0.6115,2,20,1.8,3.5,0.5203
0.4308,0.6126,0.64,29,0.678,0.3085,0.344,1,16,1.5,2.0,0.9805
0.49,0.2507,0.5612,15,0.8997,0.3995,0.6869,3,18,1.6,2.5,0.2683
0.5187,0.3671,0.2935,19,0.7833,0.3072,0.3165,0,12,1.2,1.0,0.4278
0.7694,0.2668,0.6132,20,0.3214,0.5162,0.722,1,16,1.5,2.0,1.0
0.1569,0.8294,0.778,28,0.2149,0.1628,0.2248,2,20,1.8,3.5,0.2344
0.6471,0.1882,0.2822,9,0.3059,0.2728,0.5661,2,20,1.8,3.5,0.5754
0.6033,0.1154,0.3398,5,0.6048,0.2631,0.8034,1,16,1.5,2.0,0.9856
0.4846,0.3179,0.2663,27,0.2069,0.339,0.3632,3,18,1.6,2.5,0.0
0.1016,0.2657,0.6491,42,0.7113,0.4327,0.1648,0,12,1.2,1.0,0.5799
0.6081,0.5897,0.2901,40,0.7372,0.8971,0.6367,2,20,1.8,3.5,1.0
0.7551,0.1403,0.4516,36,0.3876,0.1471,0.1888,2,20,1.8,3.5,0.574
0.765,0.6767,0.6583,14,0.3421,0.6945,0.3917,3,18,1.6,2.5,0.5567
0.6567,0.8918,0.6542,37,0.6598,0.1813,0.5369,0,12,1.2,1.0,0.6651
0.4958,0.7341,0.3735,20,0.3516,0.2389,0.2468,0,12,1.2,1.0,0.729
0.6635,0.5233,0.3513,43,0.8588,0.407,0.4389,2,20,1.8,3.5,1.0
0.2427,0.2958,0.6146,7,0.5836,0.4087,0.345,0,12,1.2,1.0,0.6549
0.2805,0.3477,0.5147,7,0.7691,0.7597,0.4982,2,20,1.8,3.5,0.5822
0.2504,0.1004,0.3114,6,0.6718,0.5369,0.1286,0,12,1.2,1.0,0.5131
0.7513,0.1228,0.2762,40,0.1338,0.117,0.5659,1,16,1.5,2.0,0.5267
0.7453,0.1623,0.7383,39,0.3411,0.1389,0.2954,0,12,1.2,1.0,1.0
0.2615,0.5891,0.213,37,0.8155,0.1556,0.1047,2,20,1.8,3.5,0.562
0.7792,0.8482,0.6807,41,0.4412,0.7312,0.7054,2,20,1.8,3.5,1.0
0.6726,0.7341,0.7405,9,0.6859,0.8213,0.2554,2,20,1.8,3.5,1.0
0.8148,0.6053,0.7588,16,0.2712,0.2771,0.1628,0,12,1.2,1.0,0.4724
0.4212,0.294,0.6366,18,0.1314,0.4516,0.6762,2,20,1.8,3.5,0.2945
0.736,0.5928,0.6309,37,0.6982,0.239,0.7883,1,16,1.5,2.0,1.0
0.3146,0.6367,0.4001,22,0.15,0.7561,0.4675,1,16,1.5,2.0,1.0
0.2964,0.5442,0.5357,16,0.1685,0.5903,0.3272,0,12,1.2,1.0,0.644
0.2989,0.2216,0.2268,41,0.3325,0.3192,0.1883,2,20,1.8,3.5,0.2674
0.2843,0.4173,0.5972,1,0.3929,0.8939,0.6449,0,12,1.2,1.0,0.761
0.1635,0.4239,0.3381,4,0.8242,0.5552,0.3457,3,18,1.6,2.5,0.1918
0.7969,0.5591,0.6592,19,0.178,0.7063,0.2669,2,20,1.8,3.5,0.4519
0.3477,0.5514,0.3714,1,0.7241,0.6719,0.8389,0,12,1.2,1.0,0.5236
0.2505,0.2367,0.4336,17,0.4264,0.28,0.8909,1,16,1.5,2.0,0.6809
0.6913,0.5541,0.5334,26,0.8232,0.6401,0.3167,2,20,1.8,3.5,1.0
0.7625,0.4825,0.6229,4,0.6905,0.4393,0.4945,1,16,1.5,2.0,0.9352
0.4959,0.2799,0.5189,7,0.3232,0.5833,0.1568,0,12,1.2,1.0,0.6641
0.5791,0.2812,0.3307,30,0.8794,0.3459,0.2662,2,20,1.8,3.5,0.7129
0.7677,0.8488,0.2277,24,0.7707,0.3397,0.5994,3,18,1.6,2.5,0.5676
0.4342,0.582,0.2662,2,0.8433,0.7939,0.2028,3,18,1.6,2.5,0.6483
0.8123,0.2101,0.5884,41,0.6519,0.618,0.7973,0,12,1.2,1.0,0.4814
0.7071,0.2535,0.5856,25,0.6784,0.8029,0.6038,3,18,1.6,2.5,0.5513
0.832,0.3587,0.649,15,0.7514,0.4981,0.4949,2,20,1.8,3.5,1.0
0.8451,0.4099,0.5312,10,0.593,0.3769,0.568,0,12,1.2,1.0,0.502
0.588,0.1245,0.6836,37,0.2907,0.3589,0.7488,2,20,1.8,3.5,0.1654
0.7508,0.809,0.4939,32,0.7551,0.4157,0.6647,1,16,1.5,2.0,0.7175
0.2223,0.3469,0.3275,43,0.4361,0.2587,0.1572,0,12,1.2,1.0,0.9786
0.5951,0.7467,0.4778,8,0.6204,0.6212,0.8895,2,20,1.8,3.5,0.86
0.537,0.7934,0.5726,16,0.6939,0.2794,0.638,1,16,1.5,2.0,0.9848
0.6109,0.2502,0.509,25,0.4222,0.8422,0.1385,3,18,1.6,2.5,0.1523
0.2863,0.619,0.7696,41,0.4495,0.7869,0.4709,2,20,1.8,3.5,0.6861
0.3457,0.5395,0.6295,30,0.2687,0.1157,0.2744,2,20,1.8,3.5,0.339
0.8674,0.5499,0.6974,26,0.7829,0.3298,0.2404,0,12,1.2,1.0,0.1592
0.4984,0.57,0.2042,14,0.6636,0.7002,0.2875,1,16,1.5,2.0,0.6535
0.6437,0.5877,0.4983,11,0.4996,0.4258,0.7303,2,20,1.8,3.5,0.6095
0.6119,0.3158,0.7847,30,0.8616,0.5448,0.6681,0,12,1.2,1.0,0.5686
0.3857,0.2786,0.2673,2,0.3036,0.527,0.7858,1,16,1.5,2.0,1.0
0.6976,0.314,0.5847,20,0.69,0.1122,0.1011,2,20,1.8,3.5,0.5451
0.8843,0.3733,0.5752,26,0.4903,0.4503,0.2504,1,16,1.5,2.0,1.0
0.2525,0.3237,0.4504,36,0.2571,0.2566,0.2979,3,18,1.6,2.5,0.0
0.2978,0.7556,0.3936,37,0.4026,0.4585,0.4358,1,16,1.5,2.0,0.9851
0.8982,0.6545,0.729,40,0.4415,0.7202,0.4766,3,18,1.6,2.5,0.7326
0.6876,0.5654,0.5043,17,0.8758,0.1304,0.1962,0,12,1.2,1.0,0.6668
0.601,0.3421,0.7363,22,0.7252,0.2162,0.4285,2,20,1.8,3.5,0.5836
0.7036,0.6458,0.7411,33,0.2655,0.803,0.8696,2,20,1.8,3.5,0.8732
0.1676,0.3023,0.6513,38,0.3358,0.3952,0.7307,0,12,1.2,1.0,1.0
0.5204,0.6373,0.671,29,0.2375,0.2456,0.2281,1,16,1.5,2.0,1.0
0.4527,0.2465,0.6695,29,0.8628,0.1106,0.3603,0,12,1.2,1.0,0.6045
0.7977,0.1698,0.6806,32,0.4679,0.6015,0.3937,3,18,1.6,2.5,0.1584
0.1264,0.1055,0.5157,39,0.1983,0.1772,0.6065,0,12,1.2,1.0,1.0
0.7035,0.8786,0.7879,41,0.3814,0.5492,0.1354,0,12,1.2,1.0,0.221
0.7829,0.4265,0.4908,8,0.747,0.7919,0.8159,2,20,1.8,3.5,1.0
0.6192,0.189,0.7813,31,0.4123,0.8445,0.6041,1,16,1.5,2.0,1.0
0.169,0.491,0.5544,23,0.2317,0.6647,0.3901,2,20,1.8,3.5,0.7126
0.6228,0.8345,0.2181,19,0.8023,0.5086,0.8811,3,18,1.6,2.5,0.4588
0.896,0.7051,0.7491,39,0.2576,0.5062,0.6834,0,12,1.2,1.0,0.5757
0.4336,0.2379,0.7553,23,0.1307,0.118,0.895,2,20,1.8,3.5,0.1877
0.5818,0.8583,0.7735,38,0.6084,0.8943,0.2437,0,12,1.2,1.0,0.1851
0.7192,0.1605,0.4322,7,0.1454,0.1794,0.3734,0,12,1.2,1.0,0.9645
0.8629,0.8485,0.7234,13,0.1326,0.4245,0.7235,3,18,1.6,2.5,0.2429
0.4698,0.661,0.7972,14,0.723,0.8731,0.6681,2,20,1.8,3.5,1.0
0.8833,0.7432,0.3588,32,0.1637,0.8519,0.7729,3,18,1.6,2.5,0.6196
0.7883,0.1483,0.7713,6,0.5169,0.8928,0.1211,2,20,1.8,3.5,0.5938
0.6882,0.1898,0.209,39,0.3704,0.4854,0.5978,2,20,1.8,3.5,0.5872
0.2716,0.2909,0.3124,14,0.2074,0.8777,0.1038,2,20,1.8,3.5,0.6437
0.7422,0.1721,0.5528,8,0.8723,0.2752,0.1568,1,16,1.5,2.0,0.9078
0.4008,0.8231,0.749,33,0.2029,0.6265,0.1738,3,18,1.6,2.5,0.2302
0.2577,0.4956,0.4707,42,0.5187,0.3114,0.2118,3,18,1.6,2.5,0.0969
0.6399,0.2703,0.5791,25,0.2938,0.7555,0.8603,3,18,1.6,2.5,0.2347
0.213,0.1392,0.6359,16,0.2422,0.4577,0.5341,1,16,1.5,2.0,0.5801
0.1303,0.7254,0.4737,25,0.8642,0.7072,0.4221,0,12,1.2,1.0,0.2237
0.6834,0.6795,0.7304,14,0.6037,0.3254,0.8797,0,12,1.2,1.0,0.5827
0.49,0.6686,0.6508,8,0.4777,0.8275,0.5614,2,20,1.8,3.5,0.9755
0.7857,0.4546,0.5647,19,0.2697,0.4683,0.3688,1,16,1.5,2.0,1.0
0.4894,0.625,0.2312,8,0.348,0.1326,0.1775,2,20,1.8,3.5,0.6444
0.5313,0.8647,0.609,24,0.3281,0.566,0.5469,3,18,1.6,2.5,0.1793
0.8179,0.5222,0.3582,19,0.3119,0.1667,0.5709,2,20,1.8,3.5,0.5809
0.6714,0.4506,0.7197,28,0.417,0.4431,0.671,1,16,1.5,2.0,1.0
0.373,0.3143,0.4328,39,0.6051,0.5026,0.2032,3,18,1.6,2.5,0.0746
0.739,0.3888,0.7417,24,0.2284,0.7622,0.5525,1,16,1.5,2.0,0.9829
0.8406,0.7598,0.7956,23,0.5637,0.5311,0.3848,2,20,1.8,3.5,0.9559
0.7601,0.1053,0.7327,44,0.2915,0.1056,0.388,1,16,1.5,2.0,0.7213
0.2476,0.6506,0.4492,8,0.3535,0.1049,0.8321,0,12,1.2,1.0,0.8366
0.3826,0.2924,0.2642,16,0.1963,0.6356,0.3067,2,20,1.8,3.5,0.4719
0.4146,0.2095,0.3664,23,0.6481,0.5778,0.3586,2,20,1.8,3.5,0.6062
0.1338,0.5834,0.6688,34,0.7532,0.824,0.8672,0,12,1.2,1.0,0.6391
0.8165,0.1508,0.4277,28,0.2774,0.3757,0.8265,2,20,1.8,3.5,0.5406
0.531,0.7616,0.3447,16,0.8841,0.3129,0.4784,3,18,1.6,2.5,0.5894
0.8686,0.2098,0.4567,34,0.6204,0.622,0.1137,2,20,1.8,3.5,0.4927
0.6968,0.5363,0.6388,30,0.233,0.1594,0.3503,0,12,1.2,1.0,0.6339
0.2489,0.4357,0.5742,24,0.7695,0.415,0.4262,2,20,1.8,3.5,0.6061
0.7082,0.5818,0.2755,30,0.2369,0.426,0.1304,0,12,1.2,1.0,0.5603
0.3545,0.835,0.363,25,0.8368,0.2348,0.7765,1,16,1.5,2.0,1.0
0.4964,0.7992,0.2959,5,0.2915,0.3097,0.4257,0,12,1.2,1.0,0.4401
0.1383,0.5575,0.6352,40,0.8733,0.7603,0.1826,3,18,1.6,2.5,0.2475
0.6765,0.2694,0.3482,35,0.4693,0.4175,0.4755,3,18,1.6,2.5,0.1965
0.17,0.8818,0.3752,5,0.1469,0.2194,0.1817,2,20,1.8,3.5,0.5076
0.6208,0.1135,0.4741,23,0.3905,0.2201,0.2787,2,20,1.8,3.5,0.228
0.3363,0.385,0.438,36,0.2874,0.6115,0.1184,0,12,1.2,1.0,0.7288
0.8433,0.7091,0.3997,20,0.8855,0.6731,0.5717,2,20,1.8,3.5,1.0
0.8154,0.2558,0.5472,25,0.4745,0.1319,0.7346,1,16,1.5,2.0,0.8973
0.5502,0.8387,0.3545,30,0.4249,0.5352,0.2841,1,16,1.5,2.0,0.8954
0.6038,0.1746,0.5058,28,0.3805,0.8865,0.4244,1,16,1.5,2.0,0.9859
0.3839,0.5797,0.5167,11,0.2345,0.7155,0.1058,0,12,1.2,1.0,0.678
0.8846,0.6245,0.3473,7,0.4332,0.6165,0.2368,0,12,1.2,1.0,0.3289
0.1335,0.2552,0.5542,25,0.6378,0.3095,0.4084,2,20,1.8,3.5,0.1825
0.1004,0.4332,0.526,38,0.8701,0.5793,0.7532,3,18,1.6,2.5,0.1962
0.7533,0.3027,0.4459,25,0.4744,0.621,0.3016,0,12,1.2,1.0,0.5652
0.841,0.5565,0.3464,17,0.3357,0.2302,0.3282,2,20,1.8,3.5,0.4814
0.2805,0.3698,0.4374,19,0.7861,0.7599,0.2546,3,18,1.6,2.5,0.2428
0.6124,0.2902,0.4256,36,0.4481,0.7759,0.4293,1,16,1.5,2.0,1.0
0.6899,0.7296,0.5434,9,0.7177,0.1177,0.5674,1,16,1.5,2.0,1.0
0.7354,0.3204,0.7506,42,0.5375,0.6,0.1272,0,12,1.2,1.0,0.5987
0.5355,0.2447,0.4515,21,0.6003,0.7994,0.8369,2,20,1.8,3.5,0.5366
0.4139,0.1975,0.6003,7,0.7154,0.6576,0.7421,3,18,1.6,2.5,0.181
0.5014,0.2599,0.6029,36,0.314,0.3005,0.5086,1,16,1.5,2.0,0.6297
0.761,0.8331,0.3855,25,0.325,0.3416,0.6828,1,16,1.5,2.0,0.9935
0.1623,0.558,0.7086,40,0.8244,0.3054,0.3622,0,12,1.2,1.0,0.5868
0.2138,0.1788,0.3444,13,0.5618,0.2076,0.1747,0,12,1.2,1.0,0.925
0.5741,0.6279,0.5023,15,0.1999,0.729,0.429,3,18,1.6,2.5,0.1569
0.2876,0.8582,0.7203,18,0.4479,0.2945,0.2136,0,12,1.2,1.0,0.6103
0.5281,0.4213,0.399,37,0.2288,0.2782,0.5235,1,16,1.5,2.0,0.9911
0.7636,0.6889,0.7933,18,0.2459,0.1604,0.38,1,16,1.5,2.0,1.0
0.573,0.8668,0.7484,30,0.4503,0.3395,0.6935,1,16,1.5,2.0,0.9573
0.1507,0.8349,0.6713,30,0.2996,0.7024,0.6071,3,18,1.6,2.5,0.0588
0.3077,0.2534,0.292,18,0.7928,0.8903,0.272,2,20,1.8,3.5,0.5139
0.1626,0.2912,0.7084,2,0.8765,0.4716,0.6886,3,18,1.6,2.5,0.3686
0.6608,0.2218,0.2733,24,0.3492,0.8177,0.1182,3,18,1.6,2.5,0.2706
0.8493,0.1124,0.4336,14,0.1036,0.3439,0.3066,3,18,1.6,2.5,0.1923
0.1704,0.2992,0.32,41,0.1177,0.2036,0.7457,3,18,1.6,2.5,0.0
0.4746,0.4082,0.4078,12,0.7936,0.3094,0.4689,3,18,1.6,2.5,0.1146
0.7599,0.1976,0.7735,24,0.5028,0.5005,0.5057,3,18,1.6,2.5,0.1027
0.5372,0.75,0.7181,28,0.1375,0.4583,0.3045,2,20,1.8,3.5,0.5584
0.6189,0.5103,0.2367,32,0.252,0.8498,0.6577,2,20,1.8,3.5,0.6049
0.7971,0.1521,0.207,17,0.2246,0.7543,0.8557,1,16,1.5,2.0,1.0
0.3946,0.3337,0.4056,35,0.8229,0.2952,0.3001,0,12,1.2,1.0,0.6684
0.5942,0.8671,0.7888,34,0.8367,0.8641,0.7849,1,16,1.5,2.0,0.6459
0.58,0.1915,0.7157,33,0.8401,0.5154,0.4918,1,16,1.5,2.0,0.9426
0.4106,0.185,0.6702,40,0.7767,0.8327,0.4135,1,16,1.5,2.0,0.9779
0.1141,0.7352,0.4756,1,0.8002,0.4274,0.7587,1,16,1.5,2.0,0.886
0.8596,0.6363,0.6003,23,0.698,0.5162,0.6747,0,12,1.2,1.0,0.0
0.6625,0.4993,0.7112,10,0.7118,0.8292,0.2105,2,20,1.8,3.5,0.8872
0.1991,0.6997,0.4592,42,0.1974,0.5962,0.1903,2,20,1.8,3.5,0.4675
0.5285,0.6533,0.5006,23,0.2391,0.6136,0.4086,2,20,1.8,3.5,0.5355
0.7827,0.8807,0.3438,15,0.7116,0.8925,0.4349,0,12,1.2,1.0,0.1727
0.2177,0.2824,0.2845,27,0.57,0.6295,0.2351,2,20,1.8,3.5,0.5378
0.5272,0.5238,0.453,38,0.435,0.7852,0.7222,2,20,1.8,3.5,0.6714
0.8154,0.4936,0.4786,14,0.865,0.1266,0.2402,2,20,1.8,3.5,0.54
0.4534,0.7869,0.4109,4,0.2728,0.8591,0.7318,3,18,1.6,2.5,0.2709
0.2294,0.3826,0.3186,19,0.3147,0.5206,0.2546,3,18,1.6,2.5,0.1479
0.6944,0.1921,0.6115,6,0.8634,0.8039,0.2613,0,12,1.2,1.0,0.0519
0.5766,0.7455,0.766,43,0.4911,0.2252,0.3796,1,16,1.5,2.0,0.8659
0.85,0.431,0.334,26,0.4386,0.7021,0.6039,2,20,1.8,3.5,1.0
0.3995,0.5937,0.6138,30,0.6564,0.8122,0.3145,2,20,1.8,3.5,1.0
0.1277,0.66,0.4012,13,0.1587,0.8415,0.5708,2,20,1.8,3.5,0.74
0.3503,0.7933,0.7257,36,0.4105,0.8545,0.3202,3,18,1.6,2.5,0.5722
0.5188,0.4501,0.3131,18,0.7574,0.635,0.845,0,12,1.2,1.0,0.6761
0.1486,0.193,0.6341,4,0.2989,0.4251,0.6962,1,16,1.5,2.0,0.6139
0.2554,0.817,0.7833,26,0.2545,0.735,0.5173,3,18,1.6,2.5,0.2236
0.634,0.8816,0.459,32,0.2845,0.5468,0.7329,0,12,1.2,1.0,0.506
0.2755,0.8379,0.729,4,0.2406,0.8462,0.372,3,18,1.6,2.5,0.222
0.4651,0.8823,0.3576,40,0.8673,0.834,0.3858,3,18,1.6,2.5,0.6
0.2633,0.4804,0.3492,4,0.7942,0.8597,0.4501,2,20,1.8,3.5,0.5133
0.5117,0.8293,0.2472,15,0.2577,0.7202,0.4026,1,16,1.5,2.0,0.8648
0.8834,0.8047,0.5054,22,0.4015,0.4143,0.4783,3,18,1.6,2.5,0.6533
0.1508,0.5287,0.7795,44,0.169,0.855,0.765,0,12,1.2,1.0,0.5995
0.4611,0.3476,0.3005,18,0.2999,0.6222,0.3431,0,12,1.2,1.0,0.4883
0.31,0.1777,0.5558,14,0.884,0.2813,0.2303,2,20,1.8,3.5,0.5241
0.3585,0.5069,0.6251,12,0.3971,0.4517,0.4656,1,16,1.5,2.0,1.0
0.2509,0.5875,0.2105,15,0.4523,0.4535,0.1382,1,16,1.5,2.0,0.9994
0.1724,0.8006,0.7945,43,0.1565,0.1969,0.782,0,12,1.2,1.0,0.828
0.5732,0.8578,0.6618,31,0.8314,0.4746,0.4293,2,20,1.8,3.5,0.8657
0.6989,0.3836,0.4854,24,0.1958,0.3815,0.4942,0,12,1.2,1.0,0.5702
0.2304,0.1992,0.7255,17,0.2164,0.629,0.4887,2,20,1.8,3.5,0.2354
0.7629,0.4808,0.3729,16,0.2275,0.8398,0.8532,3,18,1.6,2.5,0.3192
0.7178,0.8376,0.7515,42,0.2342,0.4923,0.5417,0,12,1.2,1.0,0.7586
0.1613,0.4436,0.3687,34,0.3186,0.4487,0.5705,1,16,1.5,2.0,0.7051
0.2685,0.4173,0.3563,33,0.6071,0.6071,0.3544,0,12,1.2,1.0,0.6537
0.7312,0.8219,0.4817,27,0.6531,0.5705,0.6346,2,20,1.8,3.5,0.9672
0.2063,0.7496,0.4324,10,0.3952,0.4857,0.6112,2,20,1.8,3.5,0.542
0.2127,0.2883,0.3043,39,0.4157,0.2971,0.1353,2,20,1.8,3.5,0.2104
0.1432,0.4046,0.4735,26,0.2108,0.6676,0.2817,1,16,1.5,2.0,1.0
0.4024,0.5169,0.4713,15,0.3772,0.2224,0.3887,3,18,1.6,2.5,0.3845
0.153,0.8348,0.3192,34,0.4233,0.5443,0.6464,3,18,1.6,2.5,0.1597
0.4311,0.3253,0.3011,9,0.2325,0.5663,0.4123,2,20,1.8,3.5,0.4887
0.8253,0.1061,0.6865,6,0.4764,0.7496,0.33,0,12,1.2,1.0,0.7525
0.2927,0.7984,0.4634,33,0.1427,0.5852,0.6463,0,12,1.2,1.0,0.6597
0.498,0.4222,0.5714,23,0.2916,0.3044,0.7227,0,12,1.2,1.0,0.548
0.1366,0.816,0.4312,44,0.4348,0.8596,0.7412,0,12,1.2,1.0,0.4729
0.7073,0.5131,0.6824,14,0.3699,0.4563,0.2812,3,18,1.6,2.5,0.2595
0.2096,0.4776,0.7799,44,0.1546,0.1147,0.8601,1,16,1.5,2.0,0.7195
0.6677,0.3959,0.5007,19,0.7136,0.5075,0.3454,2,20,1.8,3.5,0.5695
0.645,0.1463,0.4842,5,0.8169,0.4107,0.6031,1,16,1.5,2.0,1.0
0.7506,0.8438,0.2502,17,0.6637,0.6052,0.5435,0,12,1.2,1.0,0.2577
0.6998,0.6629,0.45,41,0.8695,0.4246,0.2672,1,16,1.5,2.0,0.5111
0.665,0.5467,0.6606,33,0.5464,0.3188,0.7904,0,12,1.2,1.0,0.6236
0.274,0.295,0.4626,24,0.5356,0.6862,0.1065,0,12,1.2,1.0,0.5884
0.7818,0.1407,0.241,32,0.3509,0.4924,0.554,2,20,1.8,3.5,0.6175
0.6853,0.7856,0.564,32,0.209,0.591,0.667,0,12,1.2,1.0,0.5984
0.5149,0.5803,0.7847,41,0.2713,0.8752,0.835,1,16,1.5,2.0,1.0
0.4215,0.6879,0.3065,27,0.1291,0.5518,0.2842,0,12,1.2,1.0,0.5983
0.1121,0.6807,0.7062,12,0.209,0.8658,0.8697,2,20,1.8,3.5,0.6121
0.8865,0.4554,0.225,42,0.5214,0.7866,0.3845,2,20,1.8,3.5,0.9826
0.7294,0.128,0.6039,39,0.2619,0.4335,0.7858,1,16,1.5,2.0,0.9291
0.6018,0.1652,0.6,23,0.86,0.7384,0.164,3,18,1.6,2.5,0.2307
0.7335,0.1027,0.6276,11,0.584,0.3262,0.684,1,16,1.5,2.0,1.0
0.7676,0.1583,0.2145,9,0.4076,0.6253,0.4845,0,12,1.2,1.0,0.521
0.7925,0.5474,0.5046,1,0.8827,0.2942,0.2245,1,16,1.5,2.0,0.4233
0.6422,0.1173,0.7142,25,0.6163,0.2386,0.7975,1,16,1.5,2.0,0.9372
0.2496,0.1158,0.3853,3,0.1281,0.5443,0.4638,1,16,1.5,2.0,0.6967
0.2068,0.4065,0.7807,3,0.7344,0.1993,0.1983,1,16,1.5,2.0,1.0
0.6187,0.6319,0.4556,23,0.8425,0.1656,0.2379,3,18,1.6,2.5,0.0331
0.1633,0.3873,0.2499,12,0.4577,0.2441,0.1653,1,16,1.5,2.0,0.5412
0.5116,0.6896,0.6356,38,0.4504,0.775,0.5776,0,12,1.2,1.0,0.0653
0.8607,0.3674,0.2798,3,0.2011,0.646,0.1957,0,12,1.2,1.0,0.4717
0.6272,0.8644,0.5381,39,0.2345,0.7143,0.1001,0,12,1.2,1.0,0.1997
0.1236,0.5835,0.4333,10,0.7257,0.1896,0.857,2,20,1.8,3.5,0.6941
0.4056,0.8833,0.687,13,0.1708,0.8383,0.5679,0,12,1.2,1.0,0.4884
0.1618,0.5334,0.3629,37,0.4128,0.1286,0.5783,0,12,1.2,1.0,0.9385
0.656,0.1183,0.3053,25,0.5597,0.1072,0.6846,3,18,1.6,2.5,0.1525
0.3105,0.7034,0.4162,26,0.7886,0.2198,0.5525,1,16,1.5,2.0,1.0
0.8823,0.3495,0.7461,9,0.7769,0.7117,0.286,1,16,1.5,2.0,0.6425
0.2867,0.1152,0.3803,23,0.2428,0.6022,0.7119,2,20,1.8,3.5,0.3118
0.1817,0.5773,0.2788,12,0.2046,0.3133,0.6419,0,12,1.2,1.0,1.0
0.8349,0.6938,0.7925,11,0.1171,0.2191,0.3157,2,20,1.8,3.5,0.7109
0.6162,0.2642,0.6188,10,0.6348,0.3486,0.2683,1,16,1.5,2.0,0.936
0.8846,0.6173,0.411,3,0.4509,0.1251,0.6394,2,20,1.8,3.5,0.4975
0.5274,0.1567,0.6742,2,0.3572,0.4067,0.7179,0,12,1.2,1.0,0.4745
0.2531,0.2112,0.573,40,0.1194,0.2854,0.2876,0,12,1.2,1.0,0.9712
0.46,0.3668,0.3735,15,0.7894,0.4686,0.7839,1,16,1.5,2.0,0.8503
0.4965,0.8428,0.3048,4,0.6271,0.2904,0.5734,1,16,1.5,2.0,0.9814
0.8789,0.5279,0.642,39,0.4359,0.3852,0.5913,2,20,1.8,3.5,0.4594
0.6992,0.2009,0.6312,34,0.1654,0.7717,0.5399,2,20,1.8,3.5,0.5427
0.199,0.2241,0.7272,22,0.3367,0.5151,0.3972,1,16,1.5,2.0,0.6237
0.2576,0.5241,0.3994,29,0.6452,0.2096,0.3196,0,12,1.2,1.0,0.7188
0.439,0.8284,0.5906,25,0.2146,0.569,0.2804,0,12,1.2,1.0,0.5009
0.89,0.6676,0.3815,1,0.7361,0.5618,0.3491,0,12,1.2,1.0,0.2264
0.8172,0.1508,0.6392,28,0.5164,0.8687,0.2853,3,18,1.6,2.5,0.0868
0.4399,0.4033,0.5818,23,0.3937,0.4004,0.4839,2,20,1.8,3.5,0.3754
0.7388,0.393,0.4179,17,0.7234,0.6228,0.6713,3,18,1.6,2.5,0.5723
0.1741,0.3526,0.4836,14,0.7257,0.8078,0.3168,2,20,1.8,3.5,0.6782
0.1558,0.8172,0.2809,37,0.4099,0.3844,0.8525,2,20,1.8,3.5,0.6534
0.4261,0.1126,0.3101,26,0.6327,0.1511,0.3796,1,16,1.5,2.0,0.4776
0.7328,0.32,0.7352,12,0.2773,0.4022,0.6868,3,18,1.6,2.5,0.1883
0.7608,0.8791,0.5788,19,0.1015,0.4279,0.2815,0,12,1.2,1.0,0.6314
0.4758,0.6058,0.5638,1,0.6664,0.7606,0.477,0,12,1.2,1.0,0.0691
0.215,0.627,0.7638,39,0.1116,0.3475,0.8631,2,20,1.8,3.5,0.1485
0.3598,0.5804,0.298,12,0.412,0.2537,0.1599,3,18,1.6,2.5,0.1673
0.6161,0.6451,0.5951,17,0.734,0.7719,0.5825,1,16,1.5,2.0,0.7191
0.254,0.7865,0.2508,39,0.4349,0.1785,0.1491,3,18,1.6,2.5,0.0
0.5552,0.4555,0.7553,40,0.7776,0.783,0.7001,1,16,1.5,2.0,0.7019
0.8637,0.6018,0.4451,32,0.1591,0.2428,0.6421,3,18,1.6,2.5,0.2045
0.5195,0.6397,0.7699,23,0.3743,0.3348,0.8482,0,12,1.2,1.0,0.5299
0.3942,0.8247,0.602,33,0.8682,0.1481,0.5175,0,12,1.2,1.0,0.6734
0.6055,0.3269,0.6905,2,0.3503,0.7925,0.7218,2,20,1.8,3.5,0.6817
0.493,0.4743,0.524,1,0.159,0.4107,0.7001,3,18,1.6,2.5,0.2975
0.2225,0.1348,0.6831,40,0.6718,0.5432,0.2867,3,18,1.6,2.5,0.1122
0.6778,0.6553,0.7292,32,0.1645,0.116,0.2782,3,18,1.6,2.5,0.1518
0.5269,0.618,0.4076,31,0.34,0.8523,0.4296,1,16,1.5,2.0,0.9219
0.2243,0.3538,0.3089,12,0.6341,0.2132,0.5288,1,16,1.5,2.0,1.0
0.8865,0.1285,0.6526,7,0.897,0.6201,0.5853,3,18,1.6,2.5,0.5583
0.7117,0.7966,0.5166,34,0.8699,0.1895,0.5718,2,20,1.8,3.5,0.9119
0.4485,0.6809,0.4282,33,0.7639,0.2952,0.5019,0,12,1.2,1.0,0.5629
0.8915,0.4062,0.693,12,0.3797,0.2924,0.4236,1,16,1.5,2.0,1.0
0.6293,0.1425,0.5247,37,0.6496,0.7043,0.5526,1,16,1.5,2.0,1.0
